restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,orders,revenue,cost,profit,profit_margin
Uma Bhai Restaurant,Quick Bites,3.6,26,200.0,Yes,No,Oriya,Brookefield,Marathahalli,3.6,720.0,503.99999999999994,216.00000000000006,30.00000000000001
Uma Ki Rasoi,Quick Bites,3.9,40,250.0,Yes,No,North Indian,Electronic City,Electronic City,3.9,975.0,682.5,292.5,30.0
Umami & Beyond,"Takeaway, Delivery",3.7,23,400.0,Yes,No,"Continental, Healthy Food, Beverages",Indiranagar,Indiranagar,3.7,1480.0,1036.0,444.0,30.0
Uma's Home Food,Delivery,3.6,15,300.0,No,No,Healthy Food,Marathahalli,Marathahalli,3.6,1080.0,756.0,324.0,30.0
Uncle's Kitchen,Quick Bites,2.8,12,450.0,No,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road,2.8,1260.0,882.0,378.0,30.0
Under The Hood,Quick Bites,4.0,76,300.0,Yes,No,"Salad, Healthy Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,4.0,1200.0,840.0,360.0,30.0
Under The Tree,Dessert Parlor,3.0,64,200.0,Yes,No,"Desserts, Juices, Fast Food",Indiranagar,Domlur,3.0,600.0,420.0,180.0,30.0
Unico,Casual Dining,3.7,66,550.0,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Bellandur,3.7,2035.0,1424.5,610.5,30.0
Unicorn Bar & Restaurant,"Casual Dining, Bar",3.9,119,800.0,No,No,"Seafood, North Indian, Chinese",Brigade Road,Infantry Road,3.9,3120.0,2184.0,936.0,30.0
UNIK Food,Quick Bites,3.3,4,300.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Jayanagar,3.3,990.0,693.0,297.0,30.0
Unlock - The Restobar,Lounge,3.8,27,1200.0,No,No,Japanese,Electronic City,Electronic City,3.8,4560.0,3192.0,1368.0,30.0
Unlock - The Restobar - Keys Hotel,Lounge,3.7,32,2000.0,No,No,Finger Food,Brookefield,Whitefield,3.7,7400.0,5180.0,2220.0,30.0
Uno Chicago Bar & Grill,"Bar, Casual Dining",4.2,156,1800.0,No,Yes,"American, Italian",Whitefield,Whitefield,4.2,7560.0,5292.0,2268.0,30.0
Up Bhavan,Sweet Shop,3.4,6,150.0,No,No,"Mithai, Street Food",Brigade Road,Commercial Street,3.4,510.0,357.0,153.0,30.0
Up Shawarma,Quick Bites,3.4,13,150.0,Yes,No,Arabian,Bellandur,Bellandur,3.4,510.0,357.0,153.0,30.0
UP Style North Indian Food,"Takeaway, Delivery",3.6,46,100.0,Yes,No,North Indian,Basavanagudi,Jayanagar,3.6,360.0,251.99999999999997,108.00000000000003,30.00000000000001
Upahar Banashree,Quick Bites,3.4,18,400.0,Yes,No,"South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,3.4,1360.0,951.9999999999999,408.0000000000001,30.00000000000001
Upahar Sagar,Quick Bites,3.8,39,350.0,No,No,"South Indian, Chinese, North Indian",Banashankari,Banashankari,3.8,1330.0,930.9999999999999,399.0000000000001,30.00000000000001
Upahara Bhavan,Quick Bites,3.8,55,300.0,Yes,No,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,3.8,1140.0,798.0,342.0,30.0
Upahara Darshini,Casual Dining,3.9,40,600.0,Yes,No,"North Indian, Chinese, South Indian, Fast Food",Banashankari,Basavanagudi,3.9,2340.0,1638.0,702.0,30.0
Upahara Mandira,Quick Bites,3.9,24,300.0,Yes,No,"South Indian, North Indian, Chinese",Frazer Town,HBR Layout,3.9,1170.0,819.0,351.0,30.0
Upahara Sagar,Quick Bites,2.9,25,300.0,No,No,"South Indian, North Indian, Chinese",Koramangala 5th Block,Jayanagar,2.9,870.0,609.0,261.0,30.0
Uphar Dharshni,Quick Bites,3.6,15,150.0,No,No,"South Indian, North Indian",Basavanagudi,Jayanagar,3.6,540.0,378.0,162.0,30.0
Uphara Kendra,Quick Bites,3.6,34,100.0,No,No,South Indian,Basavanagudi,Basavanagudi,3.6,360.0,251.99999999999997,108.00000000000003,30.00000000000001
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,Casual Dining,4.3,400,2000.0,No,Yes,BBQ,Whitefield,Whitefield,4.3,8600.0,6020.0,2580.0,30.0
Upsouth,Food Court,3.8,51,300.0,Yes,No,South Indian,Frazer Town,Banaswadi,3.8,1140.0,798.0,342.0,30.0
Uptown Sliders & Shakes,Quick Bites,3.9,112,600.0,Yes,No,"Burger, Fast Food, Beverages",Bellandur,HSR,3.9,2340.0,1638.0,702.0,30.0
Ur Cutlet Factory,"Takeaway, Delivery",3.1,5,200.0,No,No,Fast Food,HSR,HSR,3.1,620.0,434.0,186.0,30.0
Urban Bakes & Cafe,Cafe,3.7,33,500.0,No,No,"Cafe, Bakery",Kalyan Nagar,Banaswadi,3.7,1850.0,1295.0,555.0,30.0
Urban Grills Restaurant,Casual Dining,3.5,45,700.0,No,No,"Arabian, North Indian, Biryani",Whitefield,Whitefield,3.5,2450.0,1715.0,735.0,30.0
Urban Kitchen,Delivery,3.4,6,400.0,Yes,No,"Asian, North Indian",Kalyan Nagar,Banaswadi,3.4,1360.0,951.9999999999999,408.0000000000001,30.00000000000001
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,"Cafe, Casual Dining",3.9,461,800.0,Yes,No,"Cafe, American, Continental, Steak",Brigade Road,Ulsoor,3.9,3120.0,2184.0,936.0,30.0
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,"Cafe, Casual Dining",3.9,464,800.0,Yes,No,"Cafe, American, Continental, Steak",MG Road,Ulsoor,3.9,3120.0,2184.0,936.0,30.0
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,"Cafe, Casual Dining",3.9,464,800.0,Yes,No,"Cafe, American, Continental, Steak",Lavelle Road,Ulsoor,3.9,3120.0,2184.0,936.0,30.0
Urban Spice,Casual Dining,3.6,23,800.0,Yes,No,"North Indian, Chinese, Continental",Koramangala 4th Block,Ejipura,3.6,2880.0,2015.9999999999998,864.0000000000002,30.00000000000001
Urban Spoon Buffet Restaurant,Casual Dining,3.5,32,1000.0,No,Yes,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,3.5,3500.0,2450.0,1050.0,30.0
Urban Tamaasha,Casual Dining,4.1,840,1200.0,Yes,Yes,"North Indian, Chinese, Continental",Indiranagar,Indiranagar,4.1,4920.0,3444.0,1476.0,30.0
Urban Treat,Quick Bites,3.3,10,250.0,No,No,"South Indian, North Indian, Street Food",Old Airport Road,CV Raman Nagar,3.3,825.0,577.5,247.5,30.0
Urban Udupi Veg Restaurant,Casual Dining,3.5,9,400.0,No,No,"Chinese, North Indian, South Indian",Electronic City,Electronic City,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Urvashi,Casual Dining,2.8,40,600.0,Yes,No,"South Indian, Chinese, Seafood, Biryani",HSR,HSR,2.8,1680.0,1176.0,504.0,30.0
US Pizza,Quick Bites,2.4,63,500.0,Yes,No,"Pizza, Italian, Salad",Marathahalli,Kaggadasapura,2.4,1200.0,840.0,360.0,30.0
Ustaad Biryani,Delivery,3.2,5,500.0,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",HSR,3.2,1600.0,1120.0,480.0,30.0
UTHRA,Casual Dining,4.0,103,800.0,No,Yes,"North Indian, Modern Indian",Indiranagar,Indiranagar,4.0,3200.0,2240.0,960.0,30.0
Utopia,Casual Dining,2.8,59,550.0,No,No,"North Indian, Chinese",Brookefield,Marathahalli,2.8,1540.0,1078.0,462.0,30.0
Utsav,Quick Bites,3.7,59,200.0,Yes,No,"North Indian, Street Food",Banashankari,Banashankari,3.7,740.0,518.0,222.0,30.0
Utsav Restaurant,Casual Dining,3.6,23,1000.0,No,No,"North Indian, Chinese, Italian, South Indian",Bannerghatta Road,Bannerghatta Road,3.6,3600.0,2520.0,1080.0,30.0
Utsava Grand,Quick Bites,3.6,14,300.0,No,No,"South Indian, North Indian, Chinese",Rajajinagar,Majestic,3.6,1080.0,756.0,324.0,30.0
Utse Kitchen,Casual Dining,4.2,171,800.0,Yes,No,"Nepalese, Tibetan, Momos",Indiranagar,Commercial Street,4.2,3360.0,2352.0,1008.0,30.0
Uttar Karnataka Lunch Home,Quick Bites,3.1,6,150.0,No,No,South Indian,Bellandur,Bellandur,3.1,465.0,325.5,139.5,30.0
Uttar Karnataka Meals Restaurant,Quick Bites,3.7,26,200.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",Jayanagar,3.7,740.0,518.0,222.0,30.0
Uttara Karanataka Mess,Mess,3.3,5,200.0,No,No,South Indian,Jayanagar,JP Nagar,3.3,660.0,461.99999999999994,198.00000000000006,30.00000000000001
Uttarkhand,Casual Dining,2.9,21,700.0,No,No,"Chinese, North Indian, Continental",Malleshwaram,Seshadripuram,2.9,2030.0,1421.0,609.0,30.0
V B Bakery,Bakery,4.2,502,150.0,No,No,Bakery,Basavanagudi,Basavanagudi,4.2,630.0,441.0,189.0,30.0
V.S. Garden Restaurant,Casual Dining,3.5,17,800.0,No,No,"North Indian, Chinese",Koramangala 4th Block,Ejipura,3.5,2800.0,1959.9999999999998,840.0000000000002,30.00000000000001
Vaathsalya Millet Cafe,Casual Dining,4.1,293,500.0,Yes,Yes,"Healthy Food, South Indian",Bannerghatta Road,JP Nagar,4.1,2050.0,1435.0,615.0,30.0
Vaho Kafe & Pressery,Cafe,3.9,124,500.0,No,No,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",Bannerghatta Road,Bannerghatta Road,3.9,1950.0,1365.0,585.0,30.0
Vaigai Express,Food Court,3.3,9,400.0,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Whitefield,3.3,1320.0,923.9999999999999,396.0000000000001,30.00000000000001
Vaishali Deluxe,Casual Dining,3.8,42,700.0,No,No,"North Indian, Chinese",Banashankari,Banashankari,3.8,2660.0,1861.9999999999998,798.0000000000002,30.00000000000001
Vakulaa Veg Restaurant,Quick Bites,3.9,49,200.0,Yes,No,"South Indian, North Indian",Basavanagudi,Jayanagar,3.9,780.0,546.0,234.0,30.0
Vanas,Casual Dining,4.0,72,400.0,Yes,No,"Mangalorean, Seafood",Frazer Town,Kammanahalli,4.0,1600.0,1120.0,480.0,30.0
Vandana Andhra and Multi Cuisine,Casual Dining,4.1,481,900.0,Yes,Yes,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",Bellandur,Sarjapur Road,4.1,3689.9999999999995,2582.9999999999995,1107.0,30.000000000000004
Vande Matharam,Casual Dining,2.3,178,500.0,Yes,No,"North Indian, Chinese, South Indian, Street Food",Malleshwaram,Rajajinagar,2.3,1150.0,805.0,345.0,30.0
Vani Hindu Military Hotel,Quick Bites,3.3,4,250.0,No,No,South Indian,Indiranagar,Indiranagar,3.3,825.0,577.5,247.5,30.0
Vanilla Pod,Bakery,2.8,40,300.0,No,No,Bakery,Koramangala 4th Block,Koramangala 4th Block,2.8,840.0,588.0,252.0,30.0
Vanilla Sky,Lounge,4.6,766,1200.0,No,Yes,"Chinese, Continental, North Indian, Finger Food",HSR,HSR,4.6,5520.0,3863.9999999999995,1656.0000000000005,30.00000000000001
Vapour Brewpub and Diner,"Microbrewery, Pub",4.5,2878,1400.0,No,Yes,"North Indian, Continental, Italian",Sarjapur Road,Sarjapur Road,4.5,6300.0,4410.0,1890.0,30.0
Vapour Pub & Brewery,"Microbrewery, Pub",4.2,6907,1400.0,No,Yes,"North Indian, Continental, Chinese",Indiranagar,Indiranagar,4.2,5880.0,4116.0,1764.0,30.0
Varenyam,Casual Dining,3.7,56,500.0,No,No,"South Indian, North Indian",Electronic City,Electronic City,3.7,1850.0,1295.0,555.0,30.0
Vasanth Vihar - Since 1965,Quick Bites,3.6,95,150.0,Yes,No,"South Indian, Street Food",Banashankari,Banashankari,3.6,540.0,378.0,162.0,30.0
Vasantha Grand,Quick Bites,2.8,40,250.0,No,No,"South Indian, North Indian, Chinese",Bannerghatta Road,JP Nagar,2.8,700.0,489.99999999999994,210.00000000000006,30.00000000000001
Vasu Biriyani Paradise,Quick Bites,3.1,6,350.0,No,No,"North Indian, Biryani, Chinese",Electronic City,Electronic City,3.1,1085.0,759.5,325.5,30.0
Vasudev Adiga's,Casual Dining,2.3,291,250.0,No,No,"South Indian, North Indian, Chinese, Street Food",JP Nagar,Bannerghatta Road,2.3,575.0,402.5,172.5,30.0
Vayam Veg Fine Dine,Casual Dining,3.8,36,700.0,Yes,No,"North Indian, South Indian, Chinese, Mexican",Rajajinagar,Magadi Road,3.8,2660.0,1861.9999999999998,798.0000000000002,30.00000000000001
Veena Stores,Quick Bites,4.5,2407,150.0,Yes,No,South Indian,Malleshwaram,Malleshwaram,4.5,675.0,472.49999999999994,202.50000000000006,30.00000000000001
Veg By Nature,Quick Bites,2.9,57,300.0,No,No,North Indian,Malleshwaram,Malleshwaram,2.9,870.0,609.0,261.0,30.0
Veg Rasoi,Delivery,3.9,92,600.0,Yes,No,"North Indian, Rajasthani",Bellandur,HSR,3.9,2340.0,1638.0,702.0,30.0
Vegan Heat,"Takeaway, Delivery",4.1,313,650.0,Yes,No,"Healthy Food, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,4.1,2664.9999999999995,1865.4999999999995,799.5,30.000000000000004
Veganbreak24x7,"Takeaway, Delivery",2.8,5,199.0,Yes,No,"South Indian, Chinese, Continental, Biryani",Banashankari,City Market,2.8,557.1999999999999,390.0399999999999,167.16000000000003,30.00000000000001
VEGeatz,Quick Bites,3.4,19,200.0,Yes,No,"South Indian, North Indian",Banashankari,Banashankari,3.4,680.0,475.99999999999994,204.00000000000006,30.00000000000001
Vegetalia,"Takeaway, Delivery",3.7,27,400.0,Yes,No,"Italian, Pizza",Banashankari,Banashankari,3.7,1480.0,1036.0,444.0,30.0
Vegetarea,"Takeaway, Delivery",2.8,40,250.0,Yes,No,South Indian,Electronic City,Electronic City,2.8,700.0,489.99999999999994,210.00000000000006,30.00000000000001
Vegtaurant,Quick Bites,3.7,88,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,3.7,1110.0,777.0,333.0,30.0
Velvet Kitchen,Casual Dining,3.5,15,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,3.5,2100.0,1470.0,630.0,30.0
Vembanad - The Paul,Casual Dining,4.2,325,1800.0,No,Yes,"Seafood, Kerala",Indiranagar,Domlur,4.2,7560.0,5292.0,2268.0,30.0
Venad Kitchen,"Takeaway, Delivery",3.8,93,300.0,Yes,No,Kerala,Marathahalli,Kaggadasapura,3.8,1140.0,798.0,342.0,30.0
Venadu Restaurant,Casual Dining,3.4,7,700.0,No,No,Kerala,Electronic City,Electronic City,3.4,2380.0,1666.0,714.0,30.0
Venessa,Casual Dining,2.8,40,1200.0,No,No,"North Indian, South Indian, Asian, Continental","Byresandra,Tavarekere,Madiwala",BTM,2.8,3360.0,2352.0,1008.0,30.0
Venice Kerala Restaurant,Quick Bites,3.7,32,200.0,No,No,Kerala,Brookefield,Brookefield,3.7,740.0,518.0,222.0,30.0
Venkataramana Nellore Mess,Mess,3.9,97,300.0,Yes,No,"Andhra, South Indian",Sarjapur Road,HSR,3.9,1170.0,819.0,351.0,30.0
Venkateshwara Foods,"Takeaway, Delivery",3.0,13,400.0,Yes,No,"Street Food, South Indian",Brigade Road,Residency Road,3.0,1200.0,840.0,360.0,30.0
Venkateshwara Sweets and Restaurant,"Casual Dining, Sweet Shop",3.6,40,400.0,No,No,"South Indian, Mithai, Chinese, North Indian",Bannerghatta Road,JP Nagar,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
Venky's Xprs,"Quick Bites, Meat Shop",3.7,35,350.0,No,No,"Fast Food, Raw Meats",Kalyan Nagar,Kalyan Nagar,3.7,1295.0,906.4999999999999,388.5000000000001,30.00000000000001
Vennela Andhra Meals,Quick Bites,3.0,23,400.0,Yes,No,Andhra,Banashankari,Jayanagar,3.0,1200.0,840.0,360.0,30.0
Venus Bake Point,Bakery,3.5,6,500.0,Yes,No,Bakery,Indiranagar,Old Airport Road,3.5,1750.0,1225.0,525.0,30.0
Venus Biryani,Quick Bites,3.0,143,200.0,Yes,No,"Biryani, Chinese",Indiranagar,Domlur,3.0,600.0,420.0,180.0,30.0
Vera Italiano,Casual Dining,4.1,198,600.0,Yes,No,Italian,Kalyan Nagar,Kalyan Nagar,4.1,2460.0,1722.0,738.0,30.0
Veruthe Oru Thattukada,Casual Dining,3.8,149,400.0,No,No,"Kerala, South Indian",Bannerghatta Road,Bannerghatta Road,3.8,1520.0,1064.0,456.0,30.0
Vi Ra's Bar and Restaurant,Bar,3.3,62,800.0,No,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari,3.3,2640.0,1847.9999999999998,792.0000000000002,30.00000000000001
Via Milano,Casual Dining,4.2,1617,1500.0,Yes,Yes,"Salad, Italian, Desserts, Pizza","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,4.2,6300.0,4410.0,1890.0,30.0
Viceroy's Sarathi,"Casual Dining, Bar",3.8,137,750.0,Yes,No,"North Indian, Chinese",Frazer Town,Indiranagar,3.8,2850.0,1994.9999999999998,855.0000000000002,30.00000000000001
Vidya Cafe,Quick Bites,3.2,4,300.0,Yes,No,"Burger, Fast Food, Desserts, Sandwich",Bannerghatta Road,JP Nagar,3.2,960.0,672.0,288.0,30.0
Vidyarthi Bhavan,Quick Bites,4.4,4460,150.0,No,No,South Indian,Banashankari,Basavanagudi,4.4,660.0,461.99999999999994,198.00000000000006,30.00000000000001
Vietnamese Kitchen,Casual Dining,3.6,104,700.0,Yes,No,Vietnamese,Jayanagar,Banashankari,3.6,2520.0,1764.0,756.0,30.0
VIHAR Family Restaurant,Casual Dining,4.0,69,600.0,No,No,"Chinese, North Indian, Mangalorean",Whitefield,Whitefield,4.0,2400.0,1680.0,720.0,30.0
Vijay Vihar,Casual Dining,3.7,20,700.0,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,3.7,2590.0,1812.9999999999998,777.0000000000002,30.00000000000001
Vijaya Gardenia,Casual Dining,3.3,63,500.0,Yes,No,"North Indian, Chinese, Andhra",Indiranagar,Banaswadi,3.3,1650.0,1155.0,495.0,30.0
Vijaya Sagar,Quick Bites,3.6,15,300.0,No,No,"South Indian, North Indian, Chinese",Basavanagudi,Wilson Garden,3.6,1080.0,756.0,324.0,30.0
Vijayalakshmi,Quick Bites,3.9,47,200.0,Yes,No,South Indian,Banashankari,Basavanagudi,3.9,780.0,546.0,234.0,30.0
Vijayalakshmi Veg,Quick Bites,2.8,40,200.0,No,No,South Indian,Malleshwaram,Malleshwaram,2.8,560.0,392.0,168.0,30.0
Vijayas Biryani Palace,Quick Bites,3.8,36,400.0,Yes,No,"Biryani, Chinese, South Indian, North Indian",Whitefield,Whitefield,3.8,1520.0,1064.0,456.0,30.0
Vijayawada Heights,Casual Dining,2.9,24,600.0,Yes,No,North Indian,Electronic City,Electronic City,2.9,1740.0,1218.0,522.0,30.0
Vijayawada Style,Delivery,3.2,22,300.0,Yes,No,"North Indian, South Indian, Chinese",HSR,Bommanahalli,3.2,960.0,672.0,288.0,30.0
Vijayawadavari Sandya Andhra Mess,Mess,3.6,18,200.0,Yes,No,Andhra,Electronic City,Electronic City,3.6,720.0,503.99999999999994,216.00000000000006,30.00000000000001
Vijayawadawari Sandhya Andhra Mess,Quick Bites,3.4,10,400.0,Yes,No,"North Indian, Biryani, South Indian",Electronic City,Electronic City,3.4,1360.0,951.9999999999999,408.0000000000001,30.00000000000001
Viking,Casual Dining,2.9,86,450.0,No,No,"Chinese, North Indian",Malleshwaram,Malleshwaram,2.9,1305.0,913.4999999999999,391.5000000000001,30.00000000000001
Village - The Soul of India,Casual Dining,3.9,1225,1100.0,No,No,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",Bellandur,Sarjapur Road,3.9,4290.0,3003.0,1287.0,30.0
Village Donne Biryani,Quick Bites,3.3,49,300.0,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,3.3,990.0,693.0,297.0,30.0
Village Palace,Quick Bites,3.0,46,250.0,Yes,No,"North Indian, Chinese, Andhra, Seafood",Electronic City,Electronic City,3.0,750.0,525.0,225.0,30.0
Village Restaurant,Casual Dining,3.5,338,1000.0,Yes,No,"Arabian, Chinese, Kerala, North Indian, Biryani",Brookefield,Marathahalli,3.5,3500.0,2450.0,1050.0,30.0
Vimmi's Cafe,"Takeaway, Delivery",2.7,30,500.0,Yes,No,American,Old Airport Road,Indiranagar,2.7,1350.0,944.9999999999999,405.0000000000001,30.00000000000001
Vinay Bhel Corner,Quick Bites,3.4,7,100.0,No,No,Street Food,Banashankari,Banashankari,3.4,340.0,237.99999999999997,102.00000000000003,30.00000000000001
Vinaya Cafe,Quick Bites,3.4,11,200.0,Yes,No,"South Indian, Street Food, Juices",Basavanagudi,Jayanagar,3.4,680.0,475.99999999999994,204.00000000000006,30.00000000000001
Vinaya Coffee Moments,Cafe,3.7,46,450.0,Yes,No,"Burger, Cafe, Desserts, Sandwich, Italian",Bannerghatta Road,JP Nagar,3.7,1665.0,1165.5,499.5,30.0
Vinaya Royal Inn,Casual Dining,3.1,5,500.0,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,3.1,1550.0,1085.0,465.0,30.0
Vindu Andhra Ruchulu,Casual Dining,3.8,280,800.0,Yes,No,"Biryani, North Indian, Andhra",Basavanagudi,Jayanagar,3.8,3040.0,2128.0,912.0,30.0
Vinny's,Casual Dining,3.9,205,800.0,Yes,No,"Pizza, Italian, Continental, Desserts",Church Street,Brigade Road,3.9,3120.0,2184.0,936.0,30.0
Vintage Shack,"Casual Dining, Lounge",3.9,160,900.0,Yes,Yes,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",HSR,3.9,3510.0,2457.0,1053.0,30.0
Vinus Foods,Quick Bites,2.8,40,300.0,No,No,South Indian,Church Street,Vasanth Nagar,2.8,840.0,588.0,252.0,30.0
Visantoe,Kiosk,3.2,8,400.0,Yes,No,Fast Food,Brookefield,Whitefield,3.2,1280.0,896.0,384.0,30.0
Vishal Foods,Quick Bites,3.3,57,250.0,Yes,No,"Chinese, North Indian, Street Food",Bannerghatta Road,Bannerghatta Road,3.3,825.0,577.5,247.5,30.0
Vishal Sweets & Restaurant,Quick Bites,3.7,132,250.0,No,No,"North Indian, Chinese, Oriya, Mithai",Marathahalli,Marathahalli,3.7,925.0,647.5,277.5,30.0
"Vishal Sweets, Snacks & Breakfast","Sweet Shop, Quick Bites",3.6,23,250.0,No,No,"Mithai, Street Food",Marathahalli,Marathahalli,3.6,900.0,630.0,270.0,30.0
Vishnu Garden,Quick Bites,4.0,163,400.0,Yes,No,South Indian,Malleshwaram,RT Nagar,4.0,1600.0,1120.0,480.0,30.0
Vishnu Sagar,Quick Bites,3.0,33,400.0,No,No,"South Indian, Chinese, North Indian",Brigade Road,Commercial Street,3.0,1200.0,840.0,360.0,30.0
Vishwa Brahmin's Cafe,Quick Bites,3.7,35,100.0,No,No,South Indian,Malleshwaram,Rajajinagar,3.7,370.0,259.0,111.0,30.0
Vishwaas Take Away,Quick Bites,3.2,7,250.0,No,No,"North Indian, Chinese",Brookefield,Marathahalli,3.2,800.0,560.0,240.0,30.0
Vitamin Palace,Cafe,4.1,172,650.0,No,No,"Cafe, Beverages, Healthy Food, Juices","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,4.1,2664.9999999999995,1865.4999999999995,799.5,30.000000000000004
VMS Star Biriyani,Casual Dining,3.2,9,500.0,Yes,No,"Biryani, North Indian",Electronic City,Electronic City,3.2,1600.0,1120.0,480.0,30.0
Volga Restaurant,Casual Dining,3.7,294,500.0,Yes,No,"North Indian, Chinese, Middle Eastern",Electronic City,Electronic City,3.7,1850.0,1295.0,555.0,30.0
Vov Shawarma,Quick Bites,3.2,6,200.0,Yes,No,Fast Food,Electronic City,Electronic City,3.2,640.0,448.0,192.0,30.0
VRS Food Zone,Quick Bites,3.3,4,100.0,Yes,No,"Chinese, Fast Food",Indiranagar,Ejipura,3.3,330.0,230.99999999999997,99.00000000000003,30.00000000000001
VSV Chettinad,Casual Dining,3.3,72,600.0,Yes,No,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",Marathahalli,Kaggadasapura,3.3,1980.0,1386.0,594.0,30.0
VT Sindhur Veg,Casual Dining,3.3,13,600.0,No,No,"North Indian, Chinese",Brigade Road,Richmond Road,3.3,1980.0,1386.0,594.0,30.0
Vyanjan,Quick Bites,3.3,12,400.0,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,3.3,1320.0,923.9999999999999,396.0000000000001,30.00000000000001
Vybhava,Quick Bites,3.8,39,250.0,No,No,"South Indian, North Indian",Banashankari,Jayanagar,3.8,950.0,665.0,285.0,30.0
Vyshali Food Corner,Quick Bites,3.6,13,400.0,No,No,"North Indian, Chinese, South Indian",Brigade Road,Shanti Nagar,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
W XYZ - Aloft Hotel,Lounge,3.7,95,1700.0,No,Yes,Finger Food,Whitefield,Whitefield,3.7,6290.0,4403.0,1887.0,30.0
W XYZ Bar - Aloft Bengaluru Cessna Business Park,"Lounge, Casual Dining",3.8,46,2000.0,No,No,"Finger Food, North Indian",Bellandur,Bellandur,3.8,7600.0,5320.0,2280.0,30.0
Waah Biryani,Quick Bites,3.8,115,350.0,No,No,"North Indian, Chinese, Biryani",Bannerghatta Road,JP Nagar,3.8,1330.0,930.9999999999999,399.0000000000001,30.00000000000001
Waah Chef,Food Court,3.3,4,300.0,No,No,Hyderabadi,Old Airport Road,CV Raman Nagar,3.3,990.0,693.0,297.0,30.0
Waffle Head,"Dessert Parlor, Beverage Shop",4.0,35,300.0,Yes,No,"Desserts, Beverages, Bakery, Ice Cream",Bannerghatta Road,BTM,4.0,1200.0,840.0,360.0,30.0
Waffle House,Dessert Parlor,3.5,29,400.0,No,No,Desserts,Marathahalli,Marathahalli,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Waffle In The Box,Dessert Parlor,2.8,40,300.0,Yes,No,Desserts,Indiranagar,Thippasandra,2.8,840.0,588.0,252.0,30.0
Waffle Magic,Cafe,4.1,83,700.0,Yes,No,"Cafe, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,4.1,2869.9999999999995,2008.9999999999995,861.0,30.000000000000004
Waffle Square,"Dessert Parlor, Beverage Shop",3.9,24,300.0,Yes,No,"Desserts, Beverages, Ice Cream",Brookefield,Marathahalli,3.9,1170.0,819.0,351.0,30.0
Waffle Stories,Dessert Parlor,2.8,40,300.0,Yes,No,"Desserts, Beverages",Bellandur,HSR,2.8,840.0,588.0,252.0,30.0
Waffle Talesz,Dessert Parlor,3.6,18,200.0,Yes,No,Desserts,Bellandur,Sarjapur Road,3.6,720.0,503.99999999999994,216.00000000000006,30.00000000000001
Waffle Walle,Kiosk,4.3,676,500.0,Yes,No,"Desserts, Belgian, Beverages",Bannerghatta Road,Bannerghatta Road,4.3,2150.0,1505.0,645.0,30.0
Waffle-A-Go Go,Dessert Parlor,3.9,70,400.0,Yes,No,"Fast Food, Desserts, Ice Cream",Banashankari,Banashankari,3.9,1560.0,1092.0,468.0,30.0
